[Sample Definition]	
Type	Time
Use Buffer	FALSE
delta	0.0000000025
start	-0.0000010250
nsample	1620.0000000000
nframes	1.000000
nAnalog	4.000000
nDigitalSets	0.000000
ChScale A 	1.000000
ChOffset A 	0.000000
ChScale B 	1.000000
ChOffset B 	0.000000
ChScale C 	1.000000
ChOffset C 	0.000000
ChScale D 	1.000000
ChOffset D 	0.000000
TriggerTime	46106.249552666	3/24/2026 9:59:21 AM
[Data]
Time	Chan A	Chan B	Chan C	Chan D
-0.0000007400 	 0.0068502226 	 -0.0175979864 	 0.0062267128 	 0.1280029416
-0.0000007375 	 0.0070596291 	 -0.0198010113 	 0.0051975045 	 0.1166888848
-0.0000007350 	 0.0069549256 	 -0.0211647898 	 0.0093143396 	 0.1352027804
-0.0000007325 	 0.0072690360 	 -0.0222138502 	 0.0062267128 	 0.1228601858
-0.0000007300 	 0.0074784430 	 -0.0233678166 	 0.0082851313 	 0.1331456751
-0.0000007275 	 0.0073737400 	 -0.0226334743 	 0.0082851313 	 0.1331456751
-0.0000007250 	 0.0072690360 	 -0.0211647898 	 0.0062267128 	 0.1228601858
-0.0000007225 	 0.0076878499 	 -0.0194862932 	 0.0072559211 	 0.1300600320
-0.0000007200 	 0.0080019599 	 -0.0162342079 	 0.0041682944 	 0.1331456751
-0.0000007175 	 0.0075831460 	 -0.0143458992 	 0.0072559211 	 0.1290314794
-0.0000007150 	 0.0075831460 	 -0.0109889060 	 0.0062267128 	 0.1300600320
-0.0000007125 	 0.0071643326 	 -0.0068975715 	 0.0093143396 	 0.1187459826
-0.0000007100 	 0.0068502226 	 -0.0035405781 	 0.0072559211 	 0.1331456751
-0.0000007075 	 0.0074784430 	 0.0005507567 	 0.0041682944 	 0.1259458363
-0.0000007050 	 0.0068502226 	 0.0038028434 	 0.0051975045 	 0.1300600320
-0.0000007025 	 0.0068502226 	 0.0078941779 	 0.0051975045 	 0.1321171373
-0.0000007000 	 0.0069549256 	 0.0108315470 	 0.0010806676 	 0.1228601858
-0.0000006975 	 0.0064314087 	 0.0147130694 	 0.0103435479 	 0.1280029416
-0.0000006950 	 0.0064314087 	 0.0163915660 	 0.0072559211 	 0.1362313330
-0.0000006925 	 0.0059078913 	 0.0185945928 	 0.0041682944 	 0.1290314794
-0.0000006900 	 0.0065361122 	 0.0196436532 	 0.0062267128 	 0.1372598708
-0.0000006875 	 0.0066408156 	 0.0207976196 	 0.0103435479 	 0.1238887236
-0.0000006850 	 0.0070596291 	 0.0194338411 	 0.0062267128 	 0.1341742277
-0.0000006825 	 0.0063267052 	 0.0192240290 	 0.0103435479 	 0.1321171373
-0.0000006800 	 0.0063267052 	 0.0183847807 	 0.0113727581 	 0.1362313330
-0.0000006775 	 0.0068502226 	 0.0155523177 	 0.0062267128 	 0.1259458363
-0.0000006750 	 0.0067455191 	 0.0126149487 	 0.0000514593 	 0.1259458363
-0.0000006725 	 0.0059078913 	 0.0102021107 	 0.0062267128 	 0.1269743890
-0.0000006700 	 0.0067455191 	 0.0053764340 	 0.0072559211 	 0.1238887236
-0.0000006675 	 0.0065361122 	 0.0027537830 	 0.0062267128 	 0.1290314794
-0.0000006650 	 0.0066408156 	 -0.0009179276 	 0.0031390861 	 0.1290314794
-0.0000006625 	 0.0066408156 	 -0.0053239809 	 0.0051975045 	 0.1259458363
-0.0000006600 	 0.0070596291 	 -0.0091005974 	 0.0093143396 	 0.1331456751
-0.0000006575 	 0.0071643326 	 -0.0119330604 	 0.0072559211 	 0.1331456751
-0.0000006550 	 0.0069549256 	 -0.0137164630 	 0.0072559211 	 0.1341742277
-0.0000006525 	 0.0065361122 	 -0.0180176105 	 0.0093143396 	 0.1321171373
-0.0000006500 	 0.0066408156 	 -0.0180176105 	 0.0021098778 	 0.1341742277
-0.0000006475 	 0.0067455191 	 -0.0200108234 	 0.0051975045 	 0.1300600320
-0.0000006450 	 0.0071643326 	 -0.0200108234 	 0.0093143396 	 0.1290314794
-0.0000006425 	 0.0071643326 	 -0.0189617630 	 0.0082851313 	 0.1290314794
-0.0000006400 	 0.0072690360 	 -0.0186470449 	 0.0082851313 	 0.1310885847
-0.0000006375 	 0.0066408156 	 -0.0168636441 	 0.0093143396 	 0.1208030805
-0.0000006350 	 0.0064314087 	 -0.0145557113 	 0.0113727581 	 0.1238887236
-0.0000006325 	 0.0066408156 	 -0.0122477785 	 0.0103435479 	 0.1259458363
-0.0000006300 	 0.0060125948 	 -0.0086809732 	 0.0062267128 	 0.1259458363
-0.0000006275 	 0.0062220017 	 -0.0054288870 	 0.0103435479 	 0.1300600320
-0.0000006250 	 0.0059078913 	 -0.0021768000 	 0.0072559211 	 0.1290314794
-0.0000006225 	 0.0060125948 	 0.0008654747 	 0.0113727581 	 0.1372598708
-0.0000006200 	 0.0064314087 	 0.0046420917 	 0.0051975045 	 0.1393169761
-0.0000006175 	 0.0064314087 	 0.0074745538 	 0.0072559211 	 0.1352027804
-0.0000006150 	 0.0070596291 	 0.0097824866 	 0.0082851313 	 0.1372598708
-0.0000006125 	 0.0072690360 	 0.0130345728 	 0.0062267128 	 0.1259458363
-0.0000006100 	 0.0067455191 	 0.0140836332 	 0.0093143396 	 0.1300600320
-0.0000006075 	 0.0070596291 	 0.0151326936 	 0.0062267128 	 0.1321171373
-0.0000006050 	 0.0076878499 	 0.0158670358 	 0.0062267128 	 0.1310885847
-0.0000006025 	 0.0072690360 	 0.0159719419 	 0.0051975045 	 0.1269743890
-0.0000006000 	 0.0076878499 	 0.0159719419 	 0.0072559211 	 0.1187459826
-0.0000005975 	 0.0072690360 	 0.0148179755 	 0.0093143396 	 0.1269743890
-0.0000005950 	 0.0070596291 	 0.0121953245 	 0.0010806676 	 0.1249172762
-0.0000005925 	 0.0071643326 	 0.0117757013 	 0.0103435479 	 0.1249172762
-0.0000005900 	 0.0067455191 	 0.0092579564 	 0.0072559211 	 0.1228601858
-0.0000005875 	 0.0067455191 	 0.0070549296 	 0.0051975045 	 0.1310885847
-0.0000005850 	 0.0070596291 	 0.0050617158 	 0.0062267128 	 0.1310885847
-0.0000005825 	 0.0065361122 	 0.0026488770 	 0.0113727581 	 0.1362313330
-0.0000005800 	 0.0065361122 	 0.0007605687 	 0.0031390861 	 0.1321171373
-0.0000005775 	 0.0060125948 	 -0.0012326457 	 0.0072559211 	 0.1331456751
-0.0000005750 	 0.0068502226 	 -0.0032258600 	 0.0072559211 	 0.1218316332
-0.0000005725 	 0.0068502226 	 -0.0045896387 	 0.0062267128 	 0.1310885847
-0.0000005700 	 0.0063267052 	 -0.0050092628 	 0.0062267128 	 0.1228601858
-0.0000005675 	 0.0067455191 	 -0.0052190749 	 0.0093143396 	 0.1310885847
-0.0000005650 	 0.0072690360 	 -0.0052190749 	 0.0031390861 	 0.1238887236
-0.0000005625 	 0.0063267052 	 -0.0053239809 	 0.0113727581 	 0.1249172762
-0.0000005600 	 0.0069549256 	 -0.0040651085 	 0.0051975045 	 0.1238887236
-0.0000005575 	 0.0065361122 	 -0.0030160483 	 0.0051975045 	 0.1341742277
-0.0000005550 	 0.0064314087 	 -0.0010228336 	 0.0103435479 	 0.1331456751
-0.0000005525 	 0.0065361122 	 0.0008654747 	 0.0072559211 	 0.1321171373
-0.0000005500 	 0.0063267052 	 0.0033832192 	 0.0093143396 	 0.1228601858
-0.0000005475 	 0.0066408156 	 0.0054813400 	 0.0072559211 	 0.1341742277
-0.0000005450 	 0.0062220017 	 0.0087334262 	 0.0062267128 	 0.1310885847
-0.0000005425 	 0.0063267052 	 0.0104119228 	 0.0082851313 	 0.1300600320
-0.0000005400 	 0.0062220017 	 0.0135591030 	 0.0103435479 	 0.1269743890
-0.0000005375 	 0.0058031878 	 0.0151326936 	 0.0093143396 	 0.1259458363
-0.0000005350 	 0.0058031878 	 0.0168111902 	 0.0103435479 	 0.1331456751
-0.0000005325 	 0.0061172983 	 0.0183847807 	 0.0093143396 	 0.1290314794
-0.0000005300 	 0.0064314087 	 0.0193289351 	 0.0082851313 	 0.1290314794
-0.0000005275 	 0.0068502226 	 0.0196436532 	 0.0072559211 	 0.1300600320
-0.0000005250 	 0.0067455191 	 0.0196436532 	 0.0062267128 	 0.1269743890
-0.0000005225 	 0.0063267052 	 0.0185945928 	 0.0134311765 	 0.1321171373
-0.0000005200 	 0.0065361122 	 0.0173357204 	 0.0072559211 	 0.1290314794
-0.0000005175 	 0.0066408156 	 0.0154474117 	 0.0051975045 	 0.1310885847
-0.0000005150 	 0.0071643326 	 0.0127198547 	 0.0062267128 	 0.1269743890
-0.0000005125 	 0.0075831460 	 0.0097824866 	 0.0082851313 	 0.1218316332
-0.0000005100 	 0.0069549256 	 0.0060058702 	 0.0082851313 	 0.1321171373
-0.0000005075 	 0.0073737400 	 0.0025439709 	 0.0062267128 	 0.1228601858
-0.0000005050 	 0.0069549256 	 -0.0019669880 	 0.0093143396 	 0.1177174374
-0.0000005025 	 0.0070596291 	 -0.0061632292 	 0.0062267128 	 0.1249172762
-0.0000005000 	 0.0068502226 	 -0.0099398457 	 0.0093143396 	 0.1269743890
-0.0000004975 	 0.0062220017 	 -0.0144508053 	 0.0041682944 	 0.1238887236
-0.0000004950 	 0.0064314087 	 -0.0179127045 	 0.0072559211 	 0.1310885847
-0.0000004925 	 0.0067455191 	 -0.0211647898 	 0.0062267128 	 0.1280029416
-0.0000004900 	 0.0062220017 	 -0.0260953736 	 0.0103435479 	 0.1362313330
-0.0000004875 	 0.0063267052 	 -0.0279836822 	 0.0103435479 	 0.1321171373
-0.0000004850 	 0.0068502226 	 -0.0297670849 	 0.0051975045 	 0.1362313330
-0.0000004825 	 0.0066408156 	 -0.0314455815 	 0.0051975045 	 0.1300600320
-0.0000004800 	 0.0066408156 	 -0.0320750177 	 0.0031390861 	 0.1300600320
-0.0000004775 	 0.0067455191 	 -0.0320750177 	 0.0113727581 	 0.1290314794
-0.0000004750 	 0.0071643326 	 -0.0324946418 	 0.0082851313 	 0.1290314794
-0.0000004725 	 0.0070596291 	 -0.0307112373 	 0.0062267128 	 0.1208030805
-0.0000004700 	 0.0073737400 	 -0.0278787762 	 0.0103435479 	 0.1259458363
-0.0000004675 	 0.0077925529 	 -0.0265149977 	 0.0124019664 	 0.1249172762
-0.0000004650 	 0.0075831460 	 -0.0228432864 	 0.0062267128 	 0.1290314794
-0.0000004625 	 0.0072690360 	 -0.0193813872 	 0.0041682944 	 0.1218316332
-0.0000004600 	 0.0080019599 	 -0.0152900536 	 0.0062267128 	 0.1352027804
-0.0000004575 	 0.0072690360 	 -0.0113036241 	 0.0062267128 	 0.1321171373
-0.0000004550 	 0.0074784430 	 -0.0062681353 	 0.0124019664 	 0.1382884234
-0.0000004525 	 0.0070596291 	 -0.0027013302 	 0.0082851313 	 0.1352027804
-0.0000004500 	 0.0072690360 	 0.0019145350 	 0.0093143396 	 0.1300600320
-0.0000004475 	 0.0074784430 	 0.0059009641 	 0.0072559211 	 0.1300600320
-0.0000004450 	 0.0070596291 	 0.0096775806 	 0.0093143396 	 0.1280029416
-0.0000004425 	 0.0065361122 	 0.0129296668 	 0.0051975045 	 0.1300600320
-0.0000004400 	 0.0063267052 	 0.0156572238 	 0.0072559211 	 0.1300600320
-0.0000004375 	 0.0064314087 	 0.0167062841 	 0.0072559211 	 0.1156603396
-0.0000004350 	 0.0059078913 	 0.0197485592 	 0.0051975045 	 0.1249172762
-0.0000004325 	 0.0060125948 	 0.0200632773 	 0.0051975045 	 0.1197745278
-0.0000004300 	 0.0056984844 	 0.0207976196 	 0.0103435479 	 0.1310885847
-0.0000004275 	 0.0062220017 	 0.0200632773 	 0.0072559211 	 0.1249172762
-0.0000004250 	 0.0058031878 	 0.0189093109 	 0.0082851313 	 0.1259458363
-0.0000004225 	 0.0058031878 	 0.0177553445 	 0.0072559211 	 0.1352027804
-0.0000004200 	 0.0064314087 	 0.0159719419 	 0.0072559211 	 0.1362313330
-0.0000004175 	 0.0066408156 	 0.0135591030 	 0.0113727581 	 0.1341742277
-0.0000004150 	 0.0065361122 	 0.0106217349 	 0.0041682944 	 0.1341742277
-0.0000004125 	 0.0066408156 	 0.0082088960 	 0.0103435479 	 0.1280029416
-0.0000004100 	 0.0063267052 	 0.0057960581 	 0.0051975045 	 0.1290314794
-0.0000004075 	 0.0062220017 	 0.0027537830 	 0.0072559211 	 0.1300600320
-0.0000004050 	 0.0066408156 	 0.0002360386 	 0.0062267128 	 0.1310885847
-0.0000004025 	 0.0065361122 	 -0.0021768000 	 0.0082851313 	 0.1280029416
-0.0000004000 	 0.0071643326 	 -0.0033307660 	 0.0062267128 	 0.1177174374
-0.0000003975 	 0.0070596291 	 -0.0060583232 	 0.0072559211 	 0.1321171373
-0.0000003950 	 0.0065361122 	 -0.0071073836 	 0.0051975045 	 0.1197745278
-0.0000003925 	 0.0071643326 	 -0.0072122896 	 0.0041682944 	 0.1300600320
-0.0000003900 	 0.0070596291 	 -0.0081564430 	 0.0041682944 	 0.1269743890
-0.0000003875 	 0.0066408156 	 -0.0078417258 	 0.0062267128 	 0.1300600320
-0.0000003850 	 0.0071643326 	 -0.0070024775 	 0.0093143396 	 0.1228601858
-0.0000003825 	 0.0067455191 	 -0.0061632292 	 0.0051975045 	 0.1393169761
-0.0000003800 	 0.0069549256 	 -0.0047994507 	 0.0082851313 	 0.1352027804
-0.0000003775 	 0.0067455191 	 -0.0032258600 	 0.0031390861 	 0.1280029416
-0.0000003750 	 0.0069549256 	 -0.0013375517 	 0.0113727581 	 0.1238887236
-0.0000003725 	 0.0073737400 	 -0.0007081155 	 0.0051975045 	 0.1300600320
-0.0000003700 	 0.0067455191 	 0.0012850988 	 0.0093143396 	 0.1228601858
-0.0000003675 	 0.0071643326 	 0.0028586891 	 0.0072559211 	 0.1362313330
-0.0000003650 	 0.0066408156 	 0.0044322796 	 0.0031390861 	 0.1249172762
-0.0000003625 	 0.0070596291 	 0.0042224675 	 0.0072559211 	 0.1238887236
-0.0000003600 	 0.0069549256 	 0.0050617158 	 0.0062267128 	 0.1290314794
-0.0000003575 	 0.0067455191 	 0.0050617158 	 0.0103435479 	 0.1269743890
-0.0000003550 	 0.0068502226 	 0.0053764340 	 0.0031390861 	 0.1290314794
-0.0000003525 	 0.0069549256 	 0.0031734072 	 0.0051975045 	 0.1321171373
-0.0000003500 	 0.0065361122 	 0.0023341591 	 0.0124019664 	 0.1187459826
-0.0000003475 	 0.0069549256 	 0.0010752868 	 0.0041682944 	 0.1300600320
-0.0000003450 	 0.0062220017 	 -0.0012326457 	 0.0051975045 	 0.1259458363
-0.0000003425 	 0.0065361122 	 -0.0036454841 	 0.0021098778 	 0.1290314794
-0.0000003400 	 0.0066408156 	 -0.0057436051 	 0.0072559211 	 0.1269743890
-0.0000003375 	 0.0066408156 	 -0.0074221017 	 0.0062267128 	 0.1259458363
-0.0000003350 	 0.0070596291 	 -0.0102545638 	 0.0082851313 	 0.1269743890
-0.0000003325 	 0.0066408156 	 -0.0120379664 	 0.0062267128 	 0.1259458363
-0.0000003300 	 0.0063267052 	 -0.0131919328 	 0.0082851313 	 0.1300600320
-0.0000003275 	 0.0063267052 	 -0.0151851475 	 0.0051975045 	 0.1321171373
-0.0000003250 	 0.0061172983 	 -0.0150802415 	 0.0051975045 	 0.1280029416
-0.0000003225 	 0.0061172983 	 -0.0144508053 	 0.0103435479 	 0.1341742277
-0.0000003200 	 0.0067455191 	 -0.0151851475 	 0.0072559211 	 0.1362313330
-0.0000003175 	 0.0067455191 	 -0.0140311811 	 0.0051975045 	 0.1280029416
-0.0000003150 	 0.0075831460 	 -0.0127723087 	 0.0031390861 	 0.1300600320
-0.0000003125 	 0.0075831460 	 -0.0106741879 	 0.0103435479 	 0.1187459826
-0.0000003100 	 0.0069549256 	 -0.0076319138 	 0.0062267128 	 0.1280029416
-0.0000003075 	 0.0072690360 	 -0.0052190749 	 0.0093143396 	 0.1208030805
-0.0000003050 	 0.0067455191 	 -0.0019669880 	 0.0082851313 	 0.1269743890
-0.0000003025 	 0.0070596291 	 0.0021243470 	 0.0082851313 	 0.1228601858
-0.0000003000 	 0.0069549256 	 0.0062156823 	 0.0062267128 	 0.1249172762
-0.0000002975 	 0.0072690360 	 0.0104119228 	 0.0103435479 	 0.1259458363
-0.0000002950 	 0.0073737400 	 0.0145032573 	 0.0031390861 	 0.1331456751
-0.0000002925 	 0.0070596291 	 0.0183847807 	 0.0093143396 	 0.1341742277
-0.0000002900 	 0.0071643326 	 0.0219515860 	 0.0031390861 	 0.1331456751
-0.0000002875 	 0.0069549256 	 0.0264625438 	 0.0051975045 	 0.1259458363
-0.0000002850 	 0.0074784430 	 0.0276165102 	 0.0082851313 	 0.1341742277
-0.0000002825 	 0.0073737400 	 0.0302391611 	 0.0072559211 	 0.1280029416
-0.0000002800 	 0.0074784430 	 0.0329667181 	 0.0031390861 	 0.1362313330
-0.0000002775 	 0.0070596291 	 0.0346452147 	 0.0072559211 	 0.1197745278
-0.0000002750 	 0.0069549256 	 0.0346452147 	 0.0051975045 	 0.1228601858
-0.0000002725 	 0.0068502226 	 0.0346452147 	 0.0072559211 	 0.1218316332
-0.0000002700 	 0.0070596291 	 0.0333863422 	 0.0062267128 	 0.1249172762
