[Sample Definition]	
Type	Time
Use Buffer	FALSE
delta	0.0000000025
start	-0.0000010250
nsample	1620.0000000000
nframes	1.000000
nAnalog	4.000000
nDigitalSets	0.000000
ChScale A 	1.000000
ChOffset A 	0.000000
ChScale B 	1.000000
ChOffset B 	0.000000
ChScale C 	1.000000
ChOffset C 	0.000000
ChScale D 	1.000000
ChOffset D 	0.000000
TriggerTime	46106.249316556	3/24/2026 9:59:00 AM
[Data]
Time	Chan A	Chan B	Chan C	Chan D
-0.0000003100 	 0.0061172983 	 -0.0098349396 	 0.0082851313 	 0.1321171373
-0.0000003075 	 0.0051749675 	 -0.0087858792 	 0.0062267128 	 0.1238887236
-0.0000003050 	 0.0062220017 	 -0.0063730413 	 0.0093143396 	 0.1300600320
-0.0000003025 	 0.0061172983 	 -0.0044847326 	 0.0010806676 	 0.1331456751
-0.0000003000 	 0.0061172983 	 -0.0027013302 	 0.0093143396 	 0.1310885847
-0.0000002975 	 0.0060125948 	 0.0002360386 	 0.0031390861 	 0.1218316332
-0.0000002950 	 0.0060125948 	 0.0033832192 	 0.0031390861 	 0.1269743890
-0.0000002925 	 0.0060125948 	 0.0064254943 	 0.0041682944 	 0.1238887236
-0.0000002900 	 0.0060125948 	 0.0088383323 	 0.0041682944 	 0.1300600320
-0.0000002875 	 0.0063267052 	 0.0124051366 	 0.0093143396 	 0.1269743890
-0.0000002850 	 0.0058031878 	 0.0140836332 	 0.0041682944 	 0.1269743890
-0.0000002825 	 0.0060125948 	 0.0176504385 	 0.0103435479 	 0.1249172762
-0.0000002800 	 0.0058031878 	 0.0192240290 	 0.0051975045 	 0.1362313330
-0.0000002775 	 0.0059078913 	 0.0217417739 	 0.0134311765 	 0.1321171373
-0.0000002750 	 0.0062220017 	 0.0230006445 	 0.0041682944 	 0.1280029416
-0.0000002725 	 0.0066408156 	 0.0242595170 	 0.0062267128 	 0.1321171373
-0.0000002700 	 0.0069549256 	 0.0249938592 	 0.0051975045 	 0.1331456751
-0.0000002675 	 0.0065361122 	 0.0253085773 	 0.0000514593 	 0.1218316332
-0.0000002650 	 0.0068502226 	 0.0237349868 	 0.0093143396 	 0.1300600320
-0.0000002625 	 0.0068502226 	 0.0239447989 	 0.0031390861 	 0.1228601858
-0.0000002600 	 0.0069549256 	 0.0217417739 	 0.0062267128 	 0.1228601858
-0.0000002575 	 0.0069549256 	 0.0212172437 	 0.0103435479 	 0.1228601858
-0.0000002550 	 0.0072690360 	 0.0193289351 	 0.0021098778 	 0.1249172762
-0.0000002525 	 0.0069549256 	 0.0175455324 	 0.0093143396 	 0.1352027804
-0.0000002500 	 0.0074784430 	 0.0142934453 	 0.0103435479 	 0.1290314794
-0.0000002475 	 0.0074784430 	 0.0118806073 	 0.0072559211 	 0.1331456751
-0.0000002450 	 0.0076878499 	 0.0091530504 	 0.0041682944 	 0.1290314794
-0.0000002425 	 0.0073737400 	 0.0070549296 	 0.0113727581 	 0.1341742277
-0.0000002400 	 0.0073737400 	 0.0039077494 	 0.0082851313 	 0.1352027804
-0.0000002375 	 0.0066408156 	 0.0019145350 	 0.0072559211 	 0.1321171373
-0.0000002350 	 0.0067455191 	 -0.0000786795 	 0.0041682944 	 0.1259458363
-0.0000002325 	 0.0066408156 	 -0.0024915182 	 0.0103435479 	 0.1177174374
-0.0000002300 	 0.0074784430 	 -0.0042749206 	 0.0072559211 	 0.1187459826
-0.0000002275 	 0.0072690360 	 -0.0056386990 	 0.0072559211 	 0.1310885847
-0.0000002250 	 0.0072690360 	 -0.0066877594 	 0.0093143396 	 0.1197745278
-0.0000002225 	 0.0069549256 	 -0.0076319138 	 0.0051975045 	 0.1269743890
-0.0000002200 	 0.0073737400 	 -0.0078417258 	 0.0072559211 	 0.1208030805
-0.0000002175 	 0.0068502226 	 -0.0088907853 	 0.0051975045 	 0.1341742277
-0.0000002150 	 0.0071643326 	 -0.0080515379 	 0.0082851313 	 0.1269743890
-0.0000002125 	 0.0069549256 	 -0.0078417258 	 0.0082851313 	 0.1362313330
-0.0000002100 	 0.0066408156 	 -0.0073171956 	 0.0062267128 	 0.1341742277
-0.0000002075 	 0.0068502226 	 -0.0065828534 	 0.0082851313 	 0.1331456751
-0.0000002050 	 0.0065361122 	 -0.0055337930 	 0.0082851313 	 0.1280029416
-0.0000002025 	 0.0067455191 	 -0.0051141689 	 0.0103435479 	 0.1434311718
-0.0000002000 	 0.0061172983 	 -0.0032258600 	 0.0021098778 	 0.1331456751
-0.0000001975 	 0.0065361122 	 -0.0023866121 	 0.0021098778 	 0.1249172762
-0.0000001950 	 0.0063267052 	 -0.0013375517 	 0.0124019664 	 0.1218316332
-0.0000001925 	 0.0064314087 	 0.0001311325 	 0.0031390861 	 0.1238887236
-0.0000001900 	 0.0064314087 	 0.0008654747 	 0.0124019664 	 0.1269743890
-0.0000001875 	 0.0068502226 	 0.0027537830 	 0.0072559211 	 0.1259458363
-0.0000001850 	 0.0058031878 	 0.0040126555 	 0.0031390861 	 0.1259458363
-0.0000001825 	 0.0064314087 	 0.0047469977 	 0.0113727581 	 0.1218316332
-0.0000001800 	 0.0061172983 	 0.0052715279 	 0.0062267128 	 0.1300600320
-0.0000001775 	 0.0064314087 	 0.0066353064 	 0.0103435479 	 0.1310885847
-0.0000001750 	 0.0063267052 	 0.0075794598 	 0.0062267128 	 0.1352027804
-0.0000001725 	 0.0076878499 	 0.0084187081 	 0.0051975045 	 0.1341742277
-0.0000001700 	 0.0070596291 	 0.0082088960 	 0.0072559211 	 0.1331456751
-0.0000001675 	 0.0073737400 	 0.0088383323 	 0.0062267128 	 0.1238887236
-0.0000001650 	 0.0068502226 	 0.0072647417 	 0.0062267128 	 0.1310885847
-0.0000001625 	 0.0068502226 	 0.0081039900 	 0.0082851313 	 0.1238887236
-0.0000001600 	 0.0074784430 	 0.0064254943 	 0.0062267128 	 0.1269743890
-0.0000001575 	 0.0074784430 	 0.0064254943 	 0.0103435479 	 0.1218316332
-0.0000001550 	 0.0070596291 	 0.0047469977 	 0.0082851313 	 0.1249172762
-0.0000001525 	 0.0075831460 	 0.0036979374 	 0.0093143396 	 0.1341742277
-0.0000001500 	 0.0077925529 	 0.0018096289 	 0.0103435479 	 0.1300600320
-0.0000001475 	 0.0076878499 	 -0.0002884916 	 0.0093143396 	 0.1290314794
-0.0000001450 	 0.0075831460 	 -0.0015473638 	 0.0082851313 	 0.1300600320
-0.0000001425 	 0.0084207738 	 -0.0028062363 	 0.0062267128 	 0.1269743890
-0.0000001400 	 0.0080019599 	 -0.0054288870 	 0.0093143396 	 0.1352027804
-0.0000001375 	 0.0081066638 	 -0.0067926655 	 0.0031390861 	 0.1290314794
-0.0000001350 	 0.0081066638 	 -0.0082613491 	 0.0093143396 	 0.1238887236
-0.0000001325 	 0.0077925529 	 -0.0089956913 	 0.0072559211 	 0.1269743890
-0.0000001300 	 0.0089442907 	 -0.0101496577 	 0.0124019664 	 0.1228601858
-0.0000001275 	 0.0085254777 	 -0.0116183423 	 0.0103435479 	 0.1280029416
-0.0000001250 	 0.0090489946 	 -0.0116183423 	 0.0072559211 	 0.1259458363
-0.0000001225 	 0.0086301807 	 -0.0122477785 	 0.0041682944 	 0.1280029416
-0.0000001200 	 0.0085254777 	 -0.0119330604 	 0.0072559211 	 0.1228601858
-0.0000001175 	 0.0090489946 	 -0.0116183423 	 0.0051975045 	 0.1300600320
-0.0000001150 	 0.0098866224 	 -0.0118281543 	 0.0062267128 	 0.1300600320
-0.0000001125 	 0.0095725115 	 -0.0111987181 	 0.0103435479 	 0.1300600320
-0.0000001100 	 0.0095725115 	 -0.0099398457 	 0.0082851313 	 0.1403455287
-0.0000001075 	 0.0106195463 	 -0.0095202215 	 0.0051975045 	 0.1238887236
-0.0000001050 	 0.0099913254 	 -0.0081564430 	 0.0072559211 	 0.1300600320
-0.0000001025 	 0.0111430632 	 -0.0081564430 	 0.0041682944 	 0.1310885847
-0.0000001000 	 0.0111430632 	 -0.0065828534 	 0.0062267128 	 0.1269743890
-0.0000000975 	 0.0122948010 	 -0.0061632292 	 0.0103435479 	 0.1228601858
-0.0000000950 	 0.0125042079 	 -0.0054288870 	 0.0113727581 	 0.1269743890
-0.0000000925 	 0.0134465387 	 -0.0043798266 	 0.0093143396 	 0.1177174374
-0.0000000900 	 0.0143888695 	 -0.0043798266 	 0.0072559211 	 0.1280029416
-0.0000000875 	 0.0150170904 	 -0.0041700145 	 0.0031390861 	 0.1280029416
-0.0000000850 	 0.0162735321 	 -0.0041700145 	 0.0082851313 	 0.1290314794
-0.0000000825 	 0.0172158629 	 -0.0040651085 	 0.0051975045 	 0.1280029416
-0.0000000800 	 0.0174252689 	 -0.0047994507 	 0.0124019664 	 0.1331456751
-0.0000000775 	 0.0191005245 	 -0.0058485111 	 0.0072559211 	 0.1310885847
-0.0000000750 	 0.0195193384 	 -0.0060583232 	 0.0062267128 	 0.1372598708
-0.0000000725 	 0.0207757801 	 -0.0066877594 	 0.0082851313 	 0.1321171373
-0.0000000700 	 0.0219275169 	 -0.0075270077 	 0.0082851313 	 0.1280029416
-0.0000000675 	 0.0236027725 	 -0.0080515379 	 0.0072559211 	 0.1238887236
-0.0000000650 	 0.0248592142 	 -0.0089956913 	 0.0082851313 	 0.1352027804
-0.0000000625 	 0.0252780281 	 -0.0101496577 	 0.0041682944 	 0.1238887236
-0.0000000600 	 0.0272673927 	 -0.0104643758 	 0.0093143396 	 0.1208030805
-0.0000000575 	 0.0282097235 	 -0.0095202215 	 0.0062267128 	 0.1136032417
-0.0000000550 	 0.0295708682 	 -0.0101496577 	 0.0010806676 	 0.1249172762
-0.0000000525 	 0.0311414208 	 -0.0094153155 	 0.0021098778 	 0.1259458363
-0.0000000500 	 0.0312461238 	 -0.0091005974 	 0.0103435479 	 0.1341742277
-0.0000000475 	 0.0330260843 	 -0.0085760672 	 0.0041682944 	 0.1300600320
-0.0000000450 	 0.0343872271 	 -0.0061632292 	 0.0072559211 	 0.1341742277
-0.0000000425 	 0.0360624827 	 -0.0054288870 	 0.0082851313 	 0.1352027804
-0.0000000400 	 0.0373189263 	 -0.0029111423 	 0.0093143396 	 0.1300600320
-0.0000000375 	 0.0383659601 	 -0.0006032095 	 0.0051975045 	 0.1372598708
-0.0000000350 	 0.0400412157 	 0.0013900048 	 0.0062267128 	 0.1249172762
-0.0000000325 	 0.0408788435 	 0.0041175615 	 0.0010806676 	 0.1249172762
-0.0000000300 	 0.0421352834 	 0.0076843658 	 0.0051975045 	 0.1259458363
-0.0000000275 	 0.0434964262 	 0.0099922987 	 0.0082851313 	 0.2442289740
-0.0000000250 	 0.0447528698 	 0.0128247607 	 0.0072559211 	 0.2555429935
-0.0000000225 	 0.0465328284 	 0.0148179755 	 0.0093143396 	 0.8017025590
-0.0000000200 	 0.0474751592 	 0.0185945928 	 0.0072559211 	 1.8816790581
-0.0000000175 	 0.0481033772 	 0.0200632773 	 0.0072559211 	 2.1151597500
-0.0000000150 	 0.0493598208 	 0.0223712083 	 0.0093143396 	 2.1624729633
-0.0000000125 	 0.0509303734 	 0.0242595170 	 0.0041682944 	 1.9392777681
-0.0000000100 	 0.0512444824 	 0.0249938592 	 0.0072559211 	 1.8333371878
-0.0000000075 	 0.0528150350 	 0.0262527317 	 0.0062267128 	 1.8971072435
-0.0000000050 	 0.0532338470 	 0.0263576377 	 0.0134311765 	 2.2972128391
-0.0000000025 	 0.0550138056 	 0.0267772619 	 0.0021098778 	 2.3290979862
0.0000000000 	 0.0551185086 	 0.0269870739 	 0.0051975045 	 2.5409789085
0.0000000025 	 0.0558514334 	 0.0257282015 	 0.0082851313 	 2.7919449806
0.0000000050 	 0.0557467304 	 0.0252036713 	 0.0082851313 	 2.8917140961
0.0000000075 	 0.0568984672 	 0.0237349868 	 0.0113727581 	 2.9688553810
0.0000000100 	 0.0562702455 	 0.0223712083 	 0.0082851313 	 3.1838221550
0.0000000125 	 0.0574219860 	 0.0214270558 	 0.0082851313 	 3.3813035488
0.0000000150 	 0.0578407981 	 0.0198534653 	 0.0062267128 	 3.6137557030
0.0000000175 	 0.0576313920 	 0.0173357204 	 0.0021098778 	 3.7721521854
0.0000000200 	 0.0571078733 	 0.0157621298 	 0.0093143396 	 3.7670094967
0.0000000225 	 0.0585737228 	 0.0145032573 	 0.0051975045 	 3.8390078545
0.0000000250 	 0.0577360950 	 0.0118806073 	 0.0051975045 	 4.0364894867
0.0000000275 	 0.0573172830 	 0.0105168289 	 0.0051975045 	 4.2699699402
0.0000000300 	 0.0568984672 	 0.0086285202 	 0.0082851313 	 4.4612803459
0.0000000325 	 0.0566890612 	 0.0068451185 	 0.0062267128 	 4.5713348389
0.0000000350 	 0.0558514334 	 0.0046420917 	 0.0072559211 	 4.5723633766
0.0000000375 	 0.0558514334 	 0.0040126555 	 0.0072559211 	 4.6001343727
0.0000000400 	 0.0548043996 	 0.0024390651 	 0.0082851313 	 4.6741900444
0.0000000425 	 0.0540714748 	 0.0003409446 	 0.0051975045 	 4.7708735466
0.0000000450 	 0.0529197380 	 -0.0001835856 	 0.0082851313 	 4.8346433640
0.0000000475 	 0.0520821102 	 -0.0008130216 	 0.0082851313 	 4.8716711998
0.0000000500 	 0.0510350764 	 -0.0028062363 	 0.0051975045 	 4.8881282806
0.0000000525 	 0.0501974486 	 -0.0031209539 	 0.0010806676 	 4.9189844131
0.0000000550 	 0.0487315990 	 -0.0038552962 	 0.0072559211 	 4.9611549377
0.0000000575 	 0.0474751592 	 -0.0057436051 	 0.0062267128 	 5.0012683868
0.0000000600 	 0.0462187156 	 -0.0060583232 	 0.0082851313 	 5.0166969299
0.0000000625 	 0.0446481667 	 -0.0071073836 	 0.0062267128 	 5.0094966888
0.0000000650 	 0.0429729111 	 -0.0081564430 	 0.0072559211 	 4.9642405510
0.0000000675 	 0.0412976556 	 -0.0084711611 	 0.0103435479 	 4.9436697960
0.0000000700 	 0.0400412157 	 -0.0097300336 	 0.0082851313 	 4.9004707336
0.0000000725 	 0.0378424414 	 -0.0106741879 	 0.0062267128 	 4.9518980980
0.0000000750 	 0.0356436707 	 -0.0108840000 	 0.0062267128 	 4.9518980980
0.0000000775 	 0.0343872271 	 -0.0113036241 	 0.0041682944 	 4.9971542358
0.0000000800 	 0.0323978625 	 -0.0121428724 	 0.0031390861 	 5.0208110809
0.0000000825 	 0.0312461238 	 -0.0122477785 	 0.0062267128 	 4.9889259338
0.0000000850 	 0.0300943851 	 -0.0131919328 	 0.0051975045 	 4.9827547073
0.0000000875 	 0.0283144265 	 -0.0138213690 	 0.0010806676 	 4.9282417297
0.0000000900 	 0.0270579867 	 -0.0139262751 	 0.0093143396 	 4.9179558754
0.0000000925 	 0.0252780281 	 -0.0143458992 	 0.0072559211 	 4.9416127205
0.0000000950 	 0.0231839586 	 -0.0136115570 	 0.0062267128 	 4.9529266357
0.0000000975 	 0.0229745526 	 -0.0143458992 	 0.0072559211 	 4.9950971603
0.0000001000 	 0.0204616692 	 -0.0137164630 	 0.0093143396 	 5.0115542412
0.0000001025 	 0.0197287444 	 -0.0136115570 	 0.0062267128 	 4.9981827736
0.0000001050 	 0.0176346768 	 -0.0137164630 	 0.0082851313 	 4.9817261696
0.0000001075 	 0.0171111599 	 -0.0134017449 	 0.0051975045 	 4.9313273430
0.0000001100 	 0.0156453103 	 -0.0128772147 	 0.0082851313 	 4.9405841827
0.0000001125 	 0.0145982765 	 -0.0127723087 	 0.0093143396 	 4.9395556450
0.0000001150 	 0.0131324288 	 -0.0115134362 	 0.0093143396 	 4.9776120186
0.0000001175 	 0.0120853940 	 -0.0111987181 	 0.0093143396 	 4.9837832451
0.0000001200 	 0.0115618771 	 -0.0107790940 	 0.0082851313 	 5.0136113167
0.0000001225 	 0.0112477671 	 -0.0091005974 	 0.0051975045 	 5.0115542412
0.0000001250 	 0.0094678085 	 -0.0084711611 	 0.0041682944 	 4.9806976318
0.0000001275 	 0.0099913254 	 -0.0075270077 	 0.0113727581 	 4.9477839470
0.0000001300 	 0.0087348847 	 -0.0059534172 	 0.0062267128 	 4.9498410225
0.0000001325 	 0.0092584016 	 -0.0043798266 	 0.0062267128 	 4.9539551735
0.0000001350 	 0.0086301807 	 -0.0038552962 	 0.0072559211 	 4.9755549431
0.0000001375 	 0.0085254777 	 -0.0009179276 	 0.0072559211 	 4.9858403206
0.0000001400 	 0.0083160708 	 0.0004458507 	 0.0062267128 	 5.0177254677
0.0000001425 	 0.0082113668 	 0.0026488770 	 0.0051975045 	 5.0094966888
0.0000001450 	 0.0080019599 	 0.0044322796 	 0.0082851313 	 4.9940686226
0.0000001475 	 0.0075831460 	 0.0060058702 	 0.0103435479 	 4.9560122490
0.0000001500 	 0.0074784430 	 0.0088383323 	 0.0021098778 	 4.9467554092
0.0000001525 	 0.0067455191 	 0.0109364530 	 0.0093143396 	 4.9632120132
0.0000001550 	 0.0068502226 	 0.0132443849 	 0.0031390861 	 4.9755549431
0.0000001575 	 0.0069549256 	 0.0150277875 	 0.0072559211 	 4.9981827736
0.0000001600 	 0.0070596291 	 0.0169160962 	 0.0062267128 	 5.0136113167
0.0000001625 	 0.0068502226 	 0.0192240290 	 0.0062267128 	 5.0064110756
0.0000001650 	 0.0069549256 	 0.0203779954 	 0.0062267128 	 4.9889259338
0.0000001675 	 0.0063267052 	 0.0212172437 	 0.0051975045 	 4.9611549377
0.0000001700 	 0.0064314087 	 0.0230006445 	 0.0072559211 	 4.9611549377
0.0000001725 	 0.0059078913 	 0.0231055506 	 0.0031390861 	 4.9621834755
0.0000001750 	 0.0063267052 	 0.0236300807 	 0.0062267128 	 4.9848117828
0.0000001775 	 0.0061172983 	 0.0231055506 	 0.0113727581 	 4.9992113113
0.0000001800 	 0.0059078913 	 0.0230006445 	 0.0093143396 	 5.0125827789
0.0000001825 	 0.0062220017 	 0.0210074317 	 0.0072559211 	 5.0136113167
0.0000001850 	 0.0063267052 	 0.0209025256 	 0.0072559211 	 4.9950971603
0.0000001875 	 0.0063267052 	 0.0177553445 	 0.0072559211 	 4.9662976265
0.0000001900 	 0.0067455191 	 0.0160768479 	 0.0072559211 	 4.9611549377
0.0000001925 	 0.0060125948 	 0.0130345728 	 0.0021098778 	 4.9662976265
0.0000001950 	 0.0066408156 	 0.0100972047 	 0.0062267128 	 4.9858403206
0.0000001975 	 0.0063267052 	 0.0071598357 	 0.0082851313 	 5.0022969246
0.0000002000 	 0.0063267052 	 0.0040126555 	 0.0051975045 	 5.0146398544
0.0000002025 	 0.0066408156 	 0.0006556627 	 0.0093143396 	 5.0105252266
0.0000002050 	 0.0066408156 	 -0.0037503901 	 0.0062267128 	 4.9909830093
0.0000002075 	 0.0069549256 	 -0.0066877594 	 0.0093143396 	 4.9683551788
0.0000002100 	 0.0071643326 	 -0.0091005974 	 0.0021098778 	 4.9806976318
0.0000002125 	 0.0073737400 	 -0.0119330604 	 0.0031390861 	 4.9755549431
0.0000002150 	 0.0066408156 	 -0.0139262751 	 0.0082851313 	 4.9889259338
0.0000002175 	 0.0071643326 	 -0.0158145837 	 0.0062267128 	 4.9971542358
0.0000002200 	 0.0066408156 	 -0.0177028924 	 0.0041682944 	 5.0136113167
0.0000002225 	 0.0078972569 	 -0.0173881743 	 0.0051975045 	 5.0146398544
0.0000002250 	 0.0068502226 	 -0.0181225166 	 0.0062267128 	 4.9889259338
0.0000002275 	 0.0075831460 	 -0.0163391139 	 0.0051975045 	 4.9786405563
0.0000002300 	 0.0070596291 	 -0.0163391139 	 0.0072559211 	 4.9786405563
0.0000002325 	 0.0075831460 	 -0.0135066509 	 0.0062267128 	 4.9734978676
0.0000002350 	 0.0067455191 	 -0.0121428724 	 0.0072559211 	 4.9878973961
0.0000002375 	 0.0074784430 	 -0.0093104094 	 0.0051975045 	 5.0012683868
0.0000002400 	 0.0068502226 	 -0.0062681353 	 0.0021098778 	 5.0136113167
0.0000002425 	 0.0071643326 	 -0.0029111423 	 0.0124019664 	 5.0064110756
0.0000002450 	 0.0076878499 	 0.0000262265 	 0.0093143396 	 4.9930400848
0.0000002475 	 0.0076878499 	 0.0040126555 	 0.0021098778 	 4.9889259338
0.0000002500 	 0.0073737400 	 0.0074745538 	 0.0062267128 	 4.9745264053
0.0000002525 	 0.0073737400 	 0.0109364530 	 0.0082851313 	 4.9868688583
0.0000002550 	 0.0074784430 	 0.0129296668 	 0.0062267128 	 4.9868688583
0.0000002575 	 0.0075831460 	 0.0155523177 	 0.0051975045 	 5.0074396133
0.0000002600 	 0.0078972569 	 0.0184896868 	 0.0072559211 	 5.0105252266
0.0000002625 	 0.0073737400 	 0.0196436532 	 0.0082851313 	 5.0125827789
0.0000002650 	 0.0073737400 	 0.0201681834 	 0.0021098778 	 4.9920115471
0.0000002675 	 0.0070596291 	 0.0207976196 	 0.0072559211 	 4.9950971603
0.0000002700 	 0.0071643326 	 0.0203779954 	 0.0082851313 	 4.9734978676
0.0000002725 	 0.0066408156 	 0.0193289351 	 0.0062267128 	 4.9878973961
0.0000002750 	 0.0070596291 	 0.0177553445 	 0.0031390861 	 4.9909830093
0.0000002775 	 0.0071643326 	 0.0147130694 	 0.0082851313 	 5.0084681511
0.0000002800 	 0.0073737400 	 0.0124051366 	 0.0082851313 	 5.0115542412
0.0000002825 	 0.0072690360 	 0.0090481443 	 0.0062267128 	 5.0064110756
0.0000002850 	 0.0068502226 	 0.0049568098 	 0.0021098778 	 4.9981827736
0.0000002875 	 0.0072690360 	 0.0009703807 	 0.0072559211 	 4.9889259338
0.0000002900 	 0.0062220017 	 -0.0030160483 	 0.0072559211 	 4.9827547073
0.0000002925 	 0.0063267052 	 -0.0078417258 	 0.0062267128 	 4.9837832451
0.0000002950 	 0.0065361122 	 -0.0113036241 	 0.0031390861 	 4.9971542358
0.0000002975 	 0.0063267052 	 -0.0156047717 	 0.0072559211 	 5.0094966888
0.0000003000 	 0.0065361122 	 -0.0191715751 	 0.0010806676 	 5.0094966888
0.0000003025 	 0.0067455191 	 -0.0230530985 	 0.0082851313 	 5.0043540001
0.0000003050 	 0.0065361122 	 -0.0257806554 	 0.0041682944 	 5.0033254623
0.0000003075 	 0.0065361122 	 -0.0281934943 	 0.0072559211 	 4.9858403206
0.0000003100 	 0.0065361122 	 -0.0297670849 	 0.0093143396 	 4.9909830093
0.0000003125 	 0.0067455191 	 -0.0309210494 	 0.0062267128 	 4.9806976318
0.0000003150 	 0.0066408156 	 -0.0309210494 	 0.0093143396 	 5.0012683868
0.0000003175 	 0.0064314087 	 -0.0311308615 	 0.0082851313 	 5.0064110756
0.0000003200 	 0.0055937809 	 -0.0294523649 	 0.0062267128 	 5.0115542412
0.0000003225 	 0.0063267052 	 -0.0279836822 	 0.0072559211 	 5.0094966888
0.0000003250 	 0.0065361122 	 -0.0258855615 	 0.0041682944 	 5.0022969246
0.0000003275 	 0.0064314087 	 -0.0220040381 	 0.0041682944 	 4.9981827736
0.0000003300 	 0.0063267052 	 -0.0190666690 	 0.0082851313 	 4.9920115471
0.0000003325 	 0.0064314087 	 -0.0150802415 	 0.0082851313 	 4.9806976318
0.0000003350 	 0.0064314087 	 -0.0118281543 	 0.0062267128 	 5.0074396133
0.0000003375 	 0.0067455191 	 -0.0063730413 	 0.0124019664 	 5.0022969246
0.0000003400 	 0.0063267052 	 -0.0027013302 	 0.0072559211 	 5.0146398544
0.0000003425 	 0.0063267052 	 0.0024390651 	 0.0082851313 	 5.0043540001
0.0000003450 	 0.0066408156 	 0.0057960581 	 0.0021098778 	 5.0064110756
0.0000003475 	 0.0065361122 	 0.0103070168 	 0.0051975045 	 4.9940686226
0.0000003500 	 0.0062220017 	 0.0138738211 	 0.0062267128 	 4.9920115471
0.0000003525 	 0.0062220017 	 0.0171259083 	 0.0103435479 	 4.9909830093
0.0000003550 	 0.0066408156 	 0.0198534653 	 0.0031390861 	 5.0002398491
0.0000003575 	 0.0063267052 	 0.0230006445 	 0.0093143396 	 5.0012683868
0.0000003600 	 0.0071643326 	 0.0237349868 	 0.0031390861 	 5.0146398544
0.0000003625 	 0.0064314087 	 0.0254134834 	 0.0041682944 	 5.0053825378
0.0000003650 	 0.0074784430 	 0.0242595170 	 0.0041682944 	 5.0053825378
0.0000003675 	 0.0067455191 	 0.0244693290 	 0.0041682944 	 4.9950971603
0.0000003700 	 0.0062220017 	 0.0236300807 	 0.0093143396 	 4.9930400848
0.0000003725 	 0.0067455191 	 0.0212172437 	 0.0062267128 	 4.9920115471
0.0000003750 	 0.0063267052 	 0.0188044049 	 0.0072559211 	 4.9992113113
0.0000003775 	 0.0066408156 	 0.0161817539 	 0.0072559211 	 5.0033254623
0.0000003800 	 0.0067455191 	 0.0131394789 	 0.0093143396 	 5.0136113167
0.0000003825 	 0.0062220017 	 0.0092579564 	 0.0072559211 	 5.0033254623
0.0000003850 	 0.0066408156 	 0.0059009641 	 0.0082851313 	 5.0074396133
0.0000003875 	 0.0064314087 	 0.0015998168 	 0.0082851313 	 4.9971542358
0.0000003900 	 0.0064314087 	 -0.0014424578 	 0.0062267128 	 5.0002398491
0.0000003925 	 0.0063267052 	 -0.0054288870 	 0.0031390861 	 4.9930400848
0.0000003950 	 0.0064314087 	 -0.0083662551 	 0.0041682944 	 5.0043540001
0.0000003975 	 0.0067455191 	 -0.0111987181 	 0.0072559211 	 5.0053825378
0.0000004000 	 0.0067455191 	 -0.0137164630 	 0.0062267128 	 5.0136113167
0.0000004025 	 0.0070596291 	 -0.0156047717 	 0.0072559211 	 5.0084681511
0.0000004050 	 0.0069549256 	 -0.0171783622 	 0.0082851313 	 5.0094966888
0.0000004075 	 0.0071643326 	 -0.0165489260 	 0.0051975045 	 4.9971542358
0.0000004100 	 0.0072690360 	 -0.0178077985 	 0.0082851313 	 4.9992113113
0.0000004125 	 0.0071643326 	 -0.0170734562 	 0.0072559211 	 4.9920115471
0.0000004150 	 0.0069549256 	 -0.0156047717 	 0.0062267128 	 5.0043540001
0.0000004175 	 0.0074784430 	 -0.0135066509 	 0.0082851313 	 5.0074396133
0.0000004200 	 0.0072690360 	 -0.0114085302 	 0.0134311765 	 5.0115542412
0.0000004225 	 0.0071643326 	 -0.0086809732 	 0.0051975045 	 5.0125827789
0.0000004250 	 0.0073737400 	 -0.0054288870 	 0.0072559211 	 5.0022969246
0.0000004275 	 0.0069549256 	 -0.0016522699 	 0.0082851313 	 5.0022969246
0.0000004300 	 0.0064314087 	 0.0012850988 	 0.0062267128 	 5.0043540001
0.0000004325 	 0.0073737400 	 0.0054813400 	 0.0062267128 	 5.0022969246
0.0000004350 	 0.0066408156 	 0.0086285202 	 0.0082851313 	 4.9971542358
0.0000004375 	 0.0068502226 	 0.0127198547 	 0.0062267128 	 5.0064110756
0.0000004400 	 0.0068502226 	 0.0151326936 	 0.0041682944 	 5.0043540001
0.0000004425 	 0.0068502226 	 0.0184896868 	 0.0124019664 	 5.0136113167
0.0000004450 	 0.0073737400 	 0.0197485592 	 0.0021098778 	 5.0022969246
0.0000004475 	 0.0065361122 	 0.0227908324 	 0.0072559211 	 5.0094966888
0.0000004500 	 0.0066408156 	 0.0237349868 	 0.0051975045 	 4.9961256981
0.0000004525 	 0.0064314087 	 0.0247840472 	 0.0041682944 	 5.0115542412
0.0000004550 	 0.0067455191 	 0.0246791411 	 0.0103435479 	 4.9981827736
0.0000004575 	 0.0064314087 	 0.0244693290 	 0.0031390861 	 5.0146398544
0.0000004600 	 0.0063267052 	 0.0236300807 	 0.0021098778 	 5.0105252266
0.0000004625 	 0.0055937809 	 0.0233153626 	 0.0072559211 	 5.0136113167
0.0000004650 	 0.0062220017 	 0.0211123377 	 0.0031390861 	 4.9992113113
0.0000004675 	 0.0060125948 	 0.0192240290 	 0.0072559211 	 5.0115542412
0.0000004700 	 0.0062220017 	 0.0164964721 	 0.0041682944 	 4.9992113113
